"","GEN","Matrícula","Nombre_Carrera","Nombre_Plantel","Turno","Situacion","Materia","Tema_Especifico","Calificacion","Periodo_Certificacion"
"1383","11","11-011-0581","Derecho","GAM","V","ACTIVO","DERECHO INTERNACIONAL PRIVADO","DERECHO INTERNACIONAL PRIVADO","NC",1-06-22
"1384","11","11-011-0581","Derecho","GAM","V","ACTIVO","LENGUA EXTRANJERA I","INGLES I","NC",1-06-22
"1385","11","11-011-0678","Derecho","GAM","V","ACTIVO","DERECHO CONSTITUCIONAL","DERECHO CONSTITUCIONAL","C",1-06-20
"1386","11","11-011-0678","Derecho","GAM","V","ACTIVO","DERECHO INTERNACIONAL PRIVADO","DERECHO INTERNACIONAL PRIVADO","C",1-06-20
"1387","11","11-011-0678","Derecho","GAM","V","ACTIVO","DERECHO AMBIENTAL","DERECHO AMBIENTAL","C",1-06-20
"1388","11","11-011-0678","Derecho","GAM","V","ACTIVO","BIENES Y SUCESIONES","BIENES Y SUCESIONES","NC",1-06-20
"1389","11","11-011-0678","Derecho","GAM","V","ACTIVO","DERECHO ADMINISTRATIVO","DERECHO ADMINISTRATIVO","C",1-06-20
"1390","11","11-011-0678","Derecho","GAM","V","ACTIVO","DELITOS EN PARTICULAR","DELITOS EN PARTICULAR","NC",1-06-20
"1391","11","11-011-0678","Derecho","GAM","V","ACTIVO","DELIMITACIONES DEL OBJETO DE INVESTIGACION JURIDICA","DELIMITACIONES DEL OBJETO DE INVESTIGACION JURIDICA","NC",1-09-20
"1392","11","11-011-0678","Derecho","GAM","V","ACTIVO","DERECHO INDIGENA","DERECHO INDIGENA","NC",1-09-20
"1393","11","11-011-0678","Derecho","GAM","V","ACTIVO","ELEMENTOS BASICOS DEL DERECHO","ELEMENTOS BASICOS DEL DERECHO","NC",1-09-20
"1394","11","11-011-0678","Derecho","GAM","V","ACTIVO","REGIMEN DE COMERCIO EXTERIOR","REGIMEN DE COMERCIO EXTERIOR","NC",1-09-20
"1395","11","11-011-0678","Derecho","GAM","V","ACTIVO","DERECHO INTERNACIONAL PUBLICO","DERECHO INTERNACIONAL PUBLICO","NC",1-09-20
"1396","11","11-011-0678","Derecho","GAM","V","ACTIVO","DERECHO DE AMPARO","DERECHO DE AMPARO","NC",1-09-20
"1397","11","11-011-0678","Derecho","GAM","V","ACTIVO","DELITOS EN PARTICULAR","DELITOS EN PARTICULAR","NC",1-09-20
"1398","11","11-011-0678","Derecho","GAM","V","ACTIVO","CLINICA PROCESAL","CLINICA PROCESAL","NC",1-12-21
"1399","11","11-011-0678","Derecho","GAM","V","ACTIVO","DERECHO MERCANTIL","DERECHO MERCANTIL","NC",1-12-21
"1400","11","11-011-0678","Derecho","GAM","V","ACTIVO","DERECHO INTERNACIONAL PUBLICO","DERECHO INTERNACIONAL PUBLICO","C",1-12-21
"1401","11","11-011-0678","Derecho","GAM","V","ACTIVO","BIENES Y SUCESIONES","BIENES Y SUCESIONES","NC",1-12-21
"1402","11","11-011-0678","Derecho","GAM","V","ACTIVO","CONTRATOS","CONTRATOS","C",1-12-21
"1403","11","11-011-0678","Derecho","GAM","V","ACTIVO","DERECHO INDIGENA","DERECHO INDIGENA","NC",1-12-21
"1404","11","11-011-0678","Derecho","SLT","V","ACTIVO","LENGUAJE Y PENSAMIENTO III","LENGUAJE Y PENSAMIENTO III","NC",1-03-22
"1405","11","11-011-0678","Derecho","GAM","V","ACTIVO","DERECHO INDIGENA","DERECHO INDIGENA","NC",1-03-22
"1406","11","11-011-0678","Derecho","GAM","V","ACTIVO","DERECHO INTERNACIONAL DE LOS DERECHOS HUMANOS","DERECHO INTERNACIONAL DE LOS DERECHOS HUMANOS","NC",1-03-22
"1407","12","12-001-0208","Derecho","GAM","V","ACTIVO","PROCESOS EN PARTICULAR","PROCESOS EN PARTICULAR","C",1-06-20
"1408","12","12-001-0208","Derecho","GAM","V","ACTIVO","PERSONA Y FAMILIA","PERSONA Y FAMILIA","C",1-06-20
"1409","12","12-001-0208","Derecho","GAM","V","ACTIVO","TEORIA DE LA NORMA PENAL","TEORIA DE LA NORMA PENAL","C",1-06-20
"1410","12","12-001-0208","Derecho","GAM","V","ACTIVO","DERECHO AGRARIO","DERECHO AGRARIO","C",1-01-21
"1411","12","12-001-0208","Derecho","GAM","V","ACTIVO","TEORIA GENERAL DEL PROCESO","TEORIA GENERAL DEL PROCESO","C",1-01-21
"1412","12","12-001-0208","Derecho","GAM","V","ACTIVO","DERECHO ADMINISTRATIVO","DERECHO ADMINISTRATIVO","C",1-01-21
"1413","12","12-001-0208","Derecho","GAM","V","ACTIVO","BIENES Y SUCESIONES","BIENES Y SUCESIONES","C",1-01-21
"1414","12","12-001-0208","Derecho","GAM","V","ACTIVO","DERECHO AMBIENTAL","DERECHO AMBIENTAL","C",1-06-21
"1415","12","12-001-0208","Derecho","GAM","V","ACTIVO","METODOS Y TECNICAS DE INVESTIGACION","METODOS Y TECNICAS DE INVESTIGACION","C",1-12-21
"1416","12","12-001-0208","Derecho","GAM","V","ACTIVO","FILOSOFIA DEL DERECHO","FILOSOFIA DEL DERECHO","C",1-06-22
"1417","12","12-003-0782","Derecho","GAM","V","ACTIVO","DERECHO INTERNACIONAL PUBLICO","DERECHO INTERNACIONAL PUBLICO","NC",1-06-20
"1418","12","12-003-0782","Derecho","GAM","V","ACTIVO","BIENES Y SUCESIONES","BIENES Y SUCESIONES","NC",1-06-20
"1419","12","12-003-0782","Derecho","GAM","V","ACTIVO","TEORIA GENERAL DEL PROCESO","TEORIA GENERAL DEL PROCESO","NC",1-06-20
"1420","12","12-003-0782","Derecho","GAM","V","ACTIVO","TEORIA GENERAL DEL PROCESO","TEORIA GENERAL DEL PROCESO","NC",1-12-21
"1421","12","12-003-0782","Derecho","GAM","V","ACTIVO","BIENES Y SUCESIONES","BIENES Y SUCESIONES","NC",1-12-21
"1422","12","12-003-1259","Derecho","GAM","V","ACTIVO","TEORIA DE LA NORMA PENAL","TEORIA DE LA NORMA PENAL","NC",1-06-20
"1423","12","12-003-1259","Derecho","GAM","V","ACTIVO","DERECHO FISCAL","DERECHO FISCAL","C",1-06-20
"1424","12","12-003-1259","Derecho","GAM","V","ACTIVO","PERSONA Y FAMILIA","PERSONA Y FAMILIA","C",1-06-20
"1425","12","12-003-1259","Derecho","GAM","V","ACTIVO","TEORIA DE LA NORMA PENAL","TEORIA DE LA NORMA PENAL","NC",1-09-20
"1426","12","12-003-1259","Derecho","GAM","V","ACTIVO","REGIMEN JURIDICO DEL DISTRITO FEDERAL","REGIMEN JURIDICO DEL DISTRITO FEDERAL","NC",1-09-20
"1427","12","12-003-1259","Derecho","GAM","V","ACTIVO","FILOSOFIA DEL DERECHO","FILOSOFIA DEL DERECHO","NC",1-09-20
"1428","12","12-003-1259","Derecho","GAM","V","ACTIVO","OBLIGACIONES","OBLIGACIONES","C",1-09-20
"1429","12","12-003-1259","Derecho","GAM","V","ACTIVO","DERECHO MERCANTIL","DERECHO MERCANTIL","C",1-01-21
"1430","12","12-003-1259","Derecho","GAM","V","ACTIVO","CONTRATOS","CONTRATOS","NC",1-01-21
"1431","12","12-003-1259","Derecho","GAM","V","ACTIVO","HISTORIA DEL DERECHO","HISTORIA DEL DERECHO","NC",1-01-21
"1432","12","12-003-1259","Derecho","GAM","V","ACTIVO","DERECHO INTERNACIONAL PUBLICO","DERECHO INTERNACIONAL PUBLICO","C",1-01-21
"1433","12","12-003-1259","Derecho","GAM","V","ACTIVO","DERECHO AMBIENTAL","DERECHO AMBIENTAL","NC",1-06-21
"1434","12","12-003-1259","Derecho","SLT","V","ACTIVO","SEMINARIO DE TESIS III: BORRADOR DE TESIS","SEMINARIO DE TESIS III: BORRADOR DE TESIS","NC",1-06-21
"1435","12","12-003-1259","Derecho","GAM","V","ACTIVO","TEORIA DE LA NORMA PENAL","TEORIA DE LA NORMA PENAL","C",1-06-21
"1436","12","12-003-1259","Derecho","GAM","V","ACTIVO","REGIMEN DE COMERCIO EXTERIOR","REGIMEN DE COMERCIO EXTERIOR","C",1-06-21
"1437","12","12-003-1259","Derecho","GAM","V","ACTIVO","DERECHO LABORAL","DERECHO LABORAL","C",1-06-21
"1438","12","12-003-1259","Derecho","GAM","V","ACTIVO","SEMINARIO DE TESIS","SEMINARIO DE TESIS","NC",1-12-21
"1439","12","12-003-1259","Derecho","GAM","V","ACTIVO","TEORIA GENERAL DE LOS DERECHOS HUMANOS","TEORIA GENERAL DE LOS DERECHOS HUMANOS","NC",1-12-21
"1440","12","12-003-1259","Derecho","GAM","V","ACTIVO","HISTORIA DEL DERECHO","HISTORIA DEL DERECHO","C",1-12-21
"1441","12","12-003-1259","Derecho","GAM","V","ACTIVO","DERECHO CONSTITUCIONAL","DERECHO CONSTITUCIONAL","NC",1-06-22
"1442","12","12-003-1259","Derecho","GAM","V","ACTIVO","DERECHO DE AMPARO","DERECHO DE AMPARO","C",1-06-22
"1443","12","12-003-1259","Derecho","GAM","V","ACTIVO","DERECHO INTERNACIONAL PRIVADO","DERECHO INTERNACIONAL PRIVADO","NC",1-06-22
"1444","12","12-003-1259","Derecho","GAM","V","ACTIVO","PROCESOS EN PARTICULAR","PROCESOS EN PARTICULAR","C",1-06-22
"1445","12","12-004-0084","Derecho","GAM","V","ACTIVO","DERECHO AMBIENTAL","DERECHO AMBIENTAL","C",1-06-20
"1446","12","12-004-0084","Derecho","GAM","V","ACTIVO","REGIMEN DE COMERCIO EXTERIOR","REGIMEN DE COMERCIO EXTERIOR","C",1-06-20
"1447","12","12-004-0084","Derecho","GAM","V","ACTIVO","DERECHO FISCAL","DERECHO FISCAL","C",1-06-20
"1448","12","12-004-0084","Derecho","GAM","V","ACTIVO","DERECHO DE AMPARO","DERECHO DE AMPARO","C",1-06-20
"1449","12","12-004-0084","Derecho","GAM","V","ACTIVO","OBLIGACIONES","OBLIGACIONES","NC",1-09-20
"1450","12","12-004-0084","Derecho","GAM","V","ACTIVO","DELITOS EN PARTICULAR","DELITOS EN PARTICULAR","NC",1-09-20
"1451","12","12-004-0084","Derecho","GAM","V","ACTIVO","CONTRATOS","CONTRATOS","C",1-01-21
"1452","12","12-004-0084","Derecho","GAM","V","ACTIVO","CLINICA PROCESAL","CLINICA PROCESAL","C",1-01-21
"1453","12","12-004-0084","Derecho","GAM","V","ACTIVO","DERECHO MERCANTIL","DERECHO MERCANTIL","C",1-01-21
"1454","12","12-004-0084","Derecho","GAM","V","ACTIVO","METODOS Y TECNICAS DE INVESTIGACION","METODOS Y TECNICAS DE INVESTIGACION","C",1-01-21
"1455","12","12-004-0084","Derecho","GAM","V","ACTIVO","DERECHO INTERNACIONAL PRIVADO","DERECHO INTERNACIONAL PRIVADO","NC",1-06-21
"1456","12","12-004-0084","Derecho","GAM","V","ACTIVO","OBLIGACIONES","OBLIGACIONES","C",1-06-21
"1457","12","12-004-0084","Derecho","GAM","V","ACTIVO","DELIMITACIONES DEL OBJETO DE INVESTIGACION JURIDICA","DELIMITACIONES DEL OBJETO DE INVESTIGACION JURIDICA","C",1-06-21
"1458","12","12-004-0084","Derecho","GAM","V","ACTIVO","DELITOS EN PARTICULAR","DELITOS EN PARTICULAR","NC",1-12-21
"1459","12","12-004-0084","Derecho","GAM","V","ACTIVO","DERECHO DE AMPARO","DERECHO DE AMPARO","C",1-06-22
"1460","12","12-004-0084","Derecho","GAM","V","ACTIVO","DERECHO INTERNACIONAL PRIVADO","DERECHO INTERNACIONAL PRIVADO","C",1-06-22
"1461","12","12-004-0084","Derecho","GAM","V","ACTIVO","TEORIA DE LA NORMA PENAL","TEORIA DE LA NORMA PENAL","NC",1-06-22
"1462","12","12-006-0001","Derecho","PESCER","M","ACTIVO","PERSONA Y FAMILIA","PERSONA Y FAMILIA","NC",1-09-20
"1463","12","12-006-0001","Derecho","PESCER","M","ACTIVO","TEORIA DE LA NORMA PENAL","TEORIA DE LA NORMA PENAL","C",1-09-20
"1464","12","12-006-0001","Derecho","PESCER","M","ACTIVO","SOCIOLOGIA JURIDICA","SOCIOLOGIA JURIDICA","C",1-09-20
"1465","12","12-006-0001","Derecho","PESCER","M","ACTIVO","REGIMEN JURIDICO DEL DISTRITO FEDERAL","REGIMEN JURIDICO DEL DISTRITO FEDERAL","NC",1-09-20
"1466","12","12-006-0001","Derecho","PESCER","M","ACTIVO","DERECHO CONSTITUCIONAL","DERECHO CONSTITUCIONAL","C",1-09-20
"1467","12","12-006-0001","Derecho","PESCER","M","ACTIVO","SOCIOLOGIA JURIDICA","SOCIOLOGIA JURIDICA","C",1-01-21
"1468","12","12-006-0001","Derecho","PESCER","M","ACTIVO","SISTEMA NO JURISDICCIONAL DE LOS DERECHOS HUMANOS","SISTEMA NO JURISDICCIONAL DE LOS DERECHOS HUMANOS","C",1-01-21
"1469","12","12-006-0001","Derecho","PESCER","M","ACTIVO","REGIMEN JURIDICO DEL DISTRITO FEDERAL","REGIMEN JURIDICO DEL DISTRITO FEDERAL","C",1-12-21
"1470","12","12-006-0001","Derecho","PESCER","M","ACTIVO","DERECHO CONSTITUCIONAL","DERECHO CONSTITUCIONAL","C",1-06-22
"1471","12","12-006-0001","Derecho","PESCER","M","ACTIVO","PERSONA Y FAMILIA","PERSONA Y FAMILIA","C",1-06-22
"1472","12","12-006-0001","Derecho","PESCER","M","ACTIVO","REGIMEN JURIDICO DEL DISTRITO FEDERAL","REGIMEN JURIDICO DEL DISTRITO FEDERAL","C",1-06-22
"1473","12","12-006-0001","Derecho","PESCER","M","ACTIVO","TEORIA DE LA NORMA PENAL","TEORIA DE LA NORMA PENAL","C",1-06-22
"1474","12","12-008-0001","Derecho","PESCER","M","ACTIVO","REGIMEN JURIDICO DEL DISTRITO FEDERAL","REGIMEN JURIDICO DEL DISTRITO FEDERAL","NC",1-09-20
"1475","12","12-008-0001","Derecho","PESCER","M","ACTIVO","PERSONA Y FAMILIA","PERSONA Y FAMILIA","NC",1-09-20
"1476","12","12-008-0001","Derecho","PESCER","M","ACTIVO","SOCIOLOGIA JURIDICA","SOCIOLOGIA JURIDICA","NC",1-09-20
"1477","12","12-008-0001","Derecho","PESCER","M","ACTIVO","DERECHO CONSTITUCIONAL","DERECHO CONSTITUCIONAL","NC",1-09-20
"1478","12","12-008-0001","Derecho","PESCER","M","ACTIVO","TEORIA DE LA NORMA PENAL","TEORIA DE LA NORMA PENAL","NC",1-09-20
"1479","12","12-008-0001","Derecho","PESCER","M","ACTIVO","SOCIOLOGIA JURIDICA","SOCIOLOGIA JURIDICA","NC",1-01-21
"1480","12","12-008-0002","Derecho","PESCER","M","ACTIVO","DERECHO AMBIENTAL","DERECHO AMBIENTAL","C",1-09-20
"1481","12","12-008-0002","Derecho","PESCER","M","ACTIVO","DERECHO INTERNACIONAL PRIVADO","DERECHO INTERNACIONAL PRIVADO","NC",1-09-20
"1482","12","12-008-0002","Derecho","PESCER","M","ACTIVO","FILOSOFIA DEL DERECHO","FILOSOFIA DEL DERECHO","NC",1-09-20
"1483","12","12-008-0002","Derecho","PESCER","M","ACTIVO","TEORIA GENERAL DEL PROCESO","TEORIA GENERAL DEL PROCESO","NC",1-09-20
"1484","12","12-008-0002","Derecho","PESCER","M","ACTIVO","OBLIGACIONES","OBLIGACIONES","C",1-09-20
"1485","12","12-008-0002","Derecho","PESCER","M","ACTIVO","DERECHO LABORAL","DERECHO LABORAL","C",1-09-20
"1486","12","12-008-0002","Derecho","PESCER","M","ACTIVO","TEORIA GENERAL DE LOS DERECHOS HUMANOS","TEORIA GENERAL DE LOS DERECHOS HUMANOS","C",1-12-21
"1487","12","12-008-0002","Derecho","PESCER","M","ACTIVO","REGIMEN DE COMERCIO EXTERIOR","REGIMEN DE COMERCIO EXTERIOR","NC",1-12-21
"1488","12","12-008-0002","Derecho","PESCER","M","ACTIVO","DERECHO INDIGENA","DERECHO INDIGENA","C",1-12-21
"1489","12","12-008-0002","Derecho","PESCER","M","ACTIVO","DERECHO INTERNACIONAL DE LOS DERECHOS HUMANOS","DERECHO INTERNACIONAL DE LOS DERECHOS HUMANOS","C",1-12-21
"1490","12","12-008-0002","Derecho","PESCER","M","ACTIVO","TEORIA GENERAL DEL PROCESO","TEORIA GENERAL DEL PROCESO","C",1-06-22
"1491","12","12-008-0020","Derecho","PESCER","M","ACTIVO","OBLIGACIONES","OBLIGACIONES","NC",1-09-20
"1492","12","12-008-0020","Derecho","PESCER","M","ACTIVO","COMPUTACION I","COMPUTACION I","NC",1-09-20
"1493","12","12-008-0020","Derecho","PESCER","M","ACTIVO","DERECHO LABORAL","DERECHO LABORAL","NC",1-09-20
"1494","12","12-008-0020","Derecho","PESCER","M","ACTIVO","TEORIA GENERAL DEL PROCESO","TEORIA GENERAL DEL PROCESO","NC",1-09-20
"1495","12","12-008-0020","Derecho","PESCER","M","ACTIVO","ESTUDIOS SOCIALES E HISTORICOS III","ESTUDIOS SOCIALES E HISTORICOS III","NC",1-09-20
"1496","12","12-008-0026","Derecho","PESCER","M","ACTIVO","DELIMITACIONES DEL OBJETO DE INVESTIGACION JURIDICA","DELIMITACIONES DEL OBJETO DE INVESTIGACION JURIDICA","NC",1-09-20
"1497","12","12-008-0026","Derecho","PESCER","M","ACTIVO","DERECHO AMBIENTAL","DERECHO AMBIENTAL","C",1-09-20
"1498","12","12-008-0026","Derecho","PESCER","M","ACTIVO","REGIMEN DE COMERCIO EXTERIOR","REGIMEN DE COMERCIO EXTERIOR","C",1-09-20
"1499","12","12-008-0026","Derecho","PESCER","M","ACTIVO","DERECHO INTERNACIONAL PRIVADO","DERECHO INTERNACIONAL PRIVADO","NC",1-09-20
"1500","12","12-008-0026","Derecho","PESCER","M","ACTIVO","DERECHO LABORAL","DERECHO LABORAL","C",1-09-20
"1501","12","12-008-0026","Derecho","PESCER","M","ACTIVO","DELIMITACIONES DEL OBJETO DE INVESTIGACION JURIDICA","DELIMITACIONES DEL OBJETO DE INVESTIGACION JURIDICA","NC",1-01-21
"1502","12","12-008-0026","Derecho","PESCER","M","ACTIVO","SISTEMA NO JURISDICCIONAL DE LOS DERECHOS HUMANOS","SISTEMA NO JURISDICCIONAL DE LOS DERECHOS HUMANOS","NC",1-01-21
"1503","12","12-008-0026","Derecho","PESCER","M","ACTIVO","DERECHO INDIGENA","DERECHO INDIGENA","NC",1-01-21
"1504","12","12-008-0026","Derecho","PESCER","M","ACTIVO","TEORIA GENERAL DE LOS DERECHOS HUMANOS","TEORIA GENERAL DE LOS DERECHOS HUMANOS","NC",1-01-21
"1505","12","12-008-0026","Derecho","PESCER","M","ACTIVO","DERECHO INTERNACIONAL DE LOS DERECHOS HUMANOS","DERECHO INTERNACIONAL DE LOS DERECHOS HUMANOS","C",1-12-21
"1506","12","12-008-0026","Derecho","PESCER","M","ACTIVO","DERECHO INDIGENA","DERECHO INDIGENA","C",1-12-21
"1507","12","12-008-0026","Derecho","PESCER","M","ACTIVO","DERECHO FISCAL","DERECHO FISCAL","NC",1-06-22
"1508","12","12-008-0026","Derecho","PESCER","M","ACTIVO","FILOSOFIA DEL DERECHO","FILOSOFIA DEL DERECHO","NC",1-06-22
"1509","12","12-008-0026","Derecho","PESCER","M","ACTIVO","SEMINARIO DE TESIS","SEMINARIO DE TESIS","NC",1-06-22
"1510","12","12-008-0026","Derecho","PESCER","M","ACTIVO","TEORIA GENERAL DEL PROCESO","TEORIA GENERAL DEL PROCESO","NC",1-06-22
"1511","12","12-008-0028","Derecho","PESCER","M","ACTIVO","CULTURA CIENTIFICA Y HUMANISTICA III","CULTURA CIENTIFICA Y HUMANISTICA III","NC",1-09-20
"1512","12","12-008-0028","Derecho","PESCER","M","ACTIVO","FILOSOFIA DEL DERECHO","FILOSOFIA DEL DERECHO","NC",1-09-20
"1513","12","12-008-0028","Derecho","PESCER","M","ACTIVO","TEORIA GENERAL DE LOS DERECHOS HUMANOS","TEORIA GENERAL DE LOS DERECHOS HUMANOS","NC",1-01-21
"1514","12","12-008-0028","Derecho","PESCER","M","ACTIVO","SISTEMA NO JURISDICCIONAL DE LOS DERECHOS HUMANOS","SISTEMA NO JURISDICCIONAL DE LOS DERECHOS HUMANOS","NC",1-01-21
"1515","12","12-008-0028","Derecho","PESCER","M","ACTIVO","DERECHO INDIGENA","DERECHO INDIGENA","NC",1-01-21
"1516","12","12-008-0028","Derecho","PESCER","M","ACTIVO","DELIMITACIONES DEL OBJETO DE INVESTIGACION JURIDICA","DELIMITACIONES DEL OBJETO DE INVESTIGACION JURIDICA","NC",1-01-21
"1517","12","12-008-0028","Derecho","PESCER","M","ACTIVO","DERECHO INDIGENA","DERECHO INDIGENA","NC",1-12-21
"1518","12","12-008-0028","Derecho","PESCER","M","ACTIVO","FILOSOFIA DEL DERECHO","FILOSOFIA DEL DERECHO","NC",1-06-22
"1519","12","12-008-0028","Derecho","PESCER","M","ACTIVO","LENGUAJE Y PENSAMIENTO III","LENGUAJE Y PENSAMIENTO III","NC",1-06-22
"1520","12","12-009-0019","Derecho","PESCER","M","ACTIVO","REGIMEN DE COMERCIO EXTERIOR","REGIMEN DE COMERCIO EXTERIOR","NC",1-09-20
"1521","12","12-009-0019","Derecho","PESCER","M","ACTIVO","DERECHO INTERNACIONAL PRIVADO","DERECHO INTERNACIONAL PRIVADO","NC",1-09-20
"1522","12","12-009-0019","Derecho","PESCER","M","ACTIVO","DERECHO AMBIENTAL","DERECHO AMBIENTAL","NC",1-09-20
"1523","12","12-009-0019","Derecho","PESCER","M","ACTIVO","ESTUDIOS SOCIALES E HISTORICOS III","ESTUDIOS SOCIALES E HISTORICOS III","NC",1-09-20
"1524","12","12-009-0019","Derecho","PESCER","M","ACTIVO","CULTURA CIENTIFICA Y HUMANISTICA III","CULTURA CIENTIFICA Y HUMANISTICA III","NC",1-09-20
"1525","12","12-009-0019","Derecho","PESCER","M","ACTIVO","DELIMITACIONES DEL OBJETO DE INVESTIGACION JURIDICA","DELIMITACIONES DEL OBJETO DE INVESTIGACION JURIDICA","NC",1-09-20
"1526","12","12-009-0019","Derecho","PESCER","M","ACTIVO","FUNDAMENTOS CONSTITUCIONALES DEL ESTADO MEXICANO","FUNDAMENTOS CONSTITUCIONALES DEL ESTADO MEXICANO","NC",1-09-20
"1527","12","12-009-0019","Derecho","PESCER","M","ACTIVO","DELIMITACIONES DEL OBJETO DE INVESTIGACION JURIDICA","DELIMITACIONES DEL OBJETO DE INVESTIGACION JURIDICA","NC",1-01-21
"1528","12","12-009-0019","Derecho","PESCER","M","ACTIVO","TEORIA GENERAL DE LOS DERECHOS HUMANOS","TEORIA GENERAL DE LOS DERECHOS HUMANOS","NC",1-01-21
"1529","12","12-009-0019","Derecho","PESCER","M","ACTIVO","DERECHO INDIGENA","DERECHO INDIGENA","NC",1-01-21
"1530","12","12-009-0019","Derecho","PESCER","M","ACTIVO","SISTEMA NO JURISDICCIONAL DE LOS DERECHOS HUMANOS","SISTEMA NO JURISDICCIONAL DE LOS DERECHOS HUMANOS","NC",1-01-21
"1531","12","12-009-0019","Derecho","GAM","M","ACTIVO","CULTURA CIENTIFICA Y HUMANISTICA II","CULTURA CIENTIFICA Y HUMANISTICA II","C",1-12-21
"1532","12","12-009-0019","Derecho","GAM","M","ACTIVO","CLINICA PROCESAL","CLINICA PROCESAL","NC",1-12-21
"1533","12","12-009-0019","Derecho","GAM","M","ACTIVO","DERECHO ADMINISTRATIVO","DERECHO ADMINISTRATIVO","NC",1-12-21
"1534","12","12-009-0019","Derecho","GAM","M","ACTIVO","DERECHO INTERNACIONAL PUBLICO","DERECHO INTERNACIONAL PUBLICO","NC",1-12-21
"1535","12","12-009-0019","Derecho","GAM","M","ACTIVO","BIENES Y SUCESIONES","BIENES Y SUCESIONES","NC",1-12-21
"1536","12","12-009-0026","Derecho","PESCER","M","ACTIVO","DERECHO INTERNACIONAL PRIVADO","DERECHO INTERNACIONAL PRIVADO","C",1-09-20
"1537","12","12-009-0026","Derecho","PESCER","M","ACTIVO","DERECHO AMBIENTAL","DERECHO AMBIENTAL","C",1-09-20
"1538","12","12-009-0026","Derecho","PESCER","M","ACTIVO","TEORIA GENERAL DE LOS DERECHOS HUMANOS","TEORIA GENERAL DE LOS DERECHOS HUMANOS","NC",1-01-21
"1539","12","12-009-0026","Derecho","PESCER","M","ACTIVO","DELIMITACIONES DEL OBJETO DE INVESTIGACION JURIDICA","DELIMITACIONES DEL OBJETO DE INVESTIGACION JURIDICA","NC",1-01-21
"1540","12","12-009-0026","Derecho","PESCER","M","ACTIVO","DERECHOS HUMANOS","DERECHOS HUMANOS","C",1-06-22
"1541","12","12-009-0026","Derecho","PESCER","M","ACTIVO","TEORIA GENERAL DE LOS DERECHOS HUMANOS","TEORIA GENERAL DE LOS DERECHOS HUMANOS","C",1-06-22
"1542","12","12-009-0027","Derecho","PESCER","M","ACTIVO","ESTUDIOS SOCIALES E HISTORICOS III","ESTUDIOS SOCIALES E HISTORICOS III","NC",1-09-20
"1543","12","12-009-0027","Derecho","PESCER","M","ACTIVO","FUNDAMENTOS CONSTITUCIONALES DEL ESTADO MEXICANO","FUNDAMENTOS CONSTITUCIONALES DEL ESTADO MEXICANO","NC",1-09-20
"1544","12","12-009-0027","Derecho","PESCER","M","ACTIVO","CULTURA CIENTIFICA Y HUMANISTICA III","CULTURA CIENTIFICA Y HUMANISTICA III","NC",1-09-20
"1545","12","12-009-0027","Derecho","PESCER","M","ACTIVO","DELIMITACIONES DEL OBJETO DE INVESTIGACION JURIDICA","DELIMITACIONES DEL OBJETO DE INVESTIGACION JURIDICA","NC",1-09-20
"1546","12","12-009-0027","Derecho","PESCER","M","ACTIVO","DERECHO INTERNACIONAL PRIVADO","DERECHO INTERNACIONAL PRIVADO","NC",1-09-20
"1547","12","12-009-0027","Derecho","PESCER","M","ACTIVO","REGIMEN DE COMERCIO EXTERIOR","REGIMEN DE COMERCIO EXTERIOR","NC",1-09-20
"1548","12","12-009-0027","Derecho","PESCER","M","ACTIVO","DERECHO AMBIENTAL","DERECHO AMBIENTAL","NC",1-09-20
"1549","12","12-009-0027","Derecho","PESCER","M","ACTIVO","ESTUDIOS SOCIALES E HISTORICOS III","ESTUDIOS SOCIALES E HISTORICOS III","NC",1-06-22
"1550","12","12-009-0030","Derecho","PESCER","M","ACTIVO","DERECHO CONSTITUCIONAL","DERECHO CONSTITUCIONAL","C",1-06-22
"1551","12","12-009-0030","Derecho","PESCER","M","ACTIVO","DERECHOS HUMANOS","DERECHOS HUMANOS","C",1-06-22
"1552","12","12-009-0030","Derecho","PESCER","M","ACTIVO","PERSONA Y FAMILIA","PERSONA Y FAMILIA","C",1-06-22
"1553","12","12-009-0030","Derecho","PESCER","M","ACTIVO","REGIMEN JURIDICO DEL DISTRITO FEDERAL","REGIMEN JURIDICO DEL DISTRITO FEDERAL","C",1-06-22
"1554","12","12-011-0037","Derecho","GAM","V","ACTIVO","BIENES Y SUCESIONES","BIENES Y SUCESIONES","C",1-06-20
"1555","12","12-011-0037","Derecho","GAM","V","ACTIVO","DERECHO INTERNACIONAL PRIVADO","DERECHO INTERNACIONAL PRIVADO","NC",1-06-20
"1556","12","12-011-0037","Derecho","GAM","V","ACTIVO","REGIMEN DE COMERCIO EXTERIOR","REGIMEN DE COMERCIO EXTERIOR","C",1-06-20
"1557","12","12-011-0037","Derecho","GAM","V","ACTIVO","PROCESOS EN PARTICULAR","PROCESOS EN PARTICULAR","C",1-06-20
"1558","12","12-011-0037","Derecho","GAM","V","ACTIVO","TEORIA GENERAL DE LOS DERECHOS HUMANOS","TEORIA GENERAL DE LOS DERECHOS HUMANOS","C",1-01-21
"1559","12","12-011-0037","Derecho","GAM","V","ACTIVO","SEMINARIO DE TESIS","SEMINARIO DE TESIS","C",1-01-21
"1560","12","12-011-0037","Derecho","GAM","V","ACTIVO","CLINICA PROCESAL","CLINICA PROCESAL","C",1-01-21
