"","Matricula","Plantel","Turno","Estatus","Materias","Cal","Anho","PeriodoCert","Gen","Lic","Periodo"
"1300","11-005-0003","GAM","V","ACTIVO","PROCESOS EN PARTICULAR","C","20","Primer","11","Derecho",1-06-20
"1301","11-005-0003","GAM","V","ACTIVO","DERECHO LABORAL","C","20","Primer","11","Derecho",1-06-20
"1302","11-005-0003","GAM","V","ACTIVO","OBLIGACIONES","C","20","Primer","11","Derecho",1-06-20
"1303","11-005-0003","GAM","V","ACTIVO","DERECHO FISCAL","C","20","Primer","11","Derecho",1-06-20
"1304","11-005-0003","GAM","V","ACTIVO","DERECHO MERCANTIL","C","21","Primer","11","Derecho",1-01-21
"1305","11-005-0003","GAM","V","ACTIVO","DERECHO INTERNACIONAL PUBLICO","C","21","Primer","11","Derecho",1-01-21
"1306","11-005-0003","GAM","V","ACTIVO","CLINICA PROCESAL","C","21","Primer","11","Derecho",1-01-21
"1307","11-005-0003","GAM","V","ACTIVO","CONTRATOS","C","21","Primer","11","Derecho",1-01-21
"1308","11-005-0003","GAM","V","ACTIVO","METODOS Y TECNICAS DE INVESTIGACION","C","21","Primer","11","Derecho",1-01-21
"1309","11-005-0003","GAM","V","ACTIVO","DERECHO INTERNACIONAL PRIVADO","C","21","Primer","11","Derecho",1-06-21
"1310","11-005-0003","GAM","V","ACTIVO","DERECHO AMBIENTAL","C","21","Primer","11","Derecho",1-06-21
"1311","11-005-0003","GAM","V","ACTIVO","REGIMEN DE COMERCIO EXTERIOR","C","21","Primer","11","Derecho",1-06-21
"1312","11-005-0003","GAM","V","ACTIVO","DELIMITACIONES DEL OBJETO DE INVESTIGACION JURIDICA","C","21","Primer","11","Derecho",1-06-21
"1313","11-005-0003","GAM","V","ACTIVO","DERECHO DE AMPARO","C","21","Primer","11","Derecho",1-06-21
"1314","11-005-0003","GAM","V","ACTIVO","SISTEMA NO JURISDICCIONAL DE LOS DERECHOS HUMANOS","C","21","Segundo","11","Derecho",1-12-21
"1315","11-005-0003","GAM","V","ACTIVO","DERECHO INTERNACIONAL DE LOS DERECHOS HUMANOS","C","21","Segundo","11","Derecho",1-12-21
"1316","11-005-0003","GAM","V","ACTIVO","SEMINARIO DE TESIS","C","21","Segundo","11","Derecho",1-12-21
"1317","11-005-0003","GAM","V","ACTIVO","TEORIA GENERAL DE LOS DERECHOS HUMANOS","C","21","Segundo","11","Derecho",1-12-21
"1318","11-005-0003","GAM","V","ACTIVO","DERECHO INDIGENA","C","21","Segundo","11","Derecho",1-12-21
"1319","11-005-0003","GAM","V","ACTIVO","DERECHOS HUMANOS","C","21","Segundo","11","Derecho",1-09-21
"1320","11-005-0004","PESCER","M","ACTIVO","ESTUDIOS SOCIALES E HISTORICOS I","NC","20","Segundo","11","Derecho",1-09-20
"1321","11-005-0004","PESCER","M","ACTIVO","CULTURA CIENTIFICA Y HUMANISTICA I","NC","20","Segundo","11","Derecho",1-09-20
"1322","11-005-0004","PESCER","M","ACTIVO","SOCIOLOGIA JURIDICA","NC","20","Segundo","11","Derecho",1-09-20
"1323","11-005-0004","PESCER","M","ACTIVO","DERECHO INTERNACIONAL PRIVADO","NC","20","Segundo","11","Derecho",1-09-20
"1324","11-005-0004","PESCER","M","ACTIVO","REGIMEN JURIDICO DEL DISTRITO FEDERAL","C","20","Segundo","11","Derecho",1-09-20
"1325","11-005-0004","PESCER","M","ACTIVO","DERECHO CONSTITUCIONAL","NC","20","Segundo","11","Derecho",1-09-20
"1326","11-005-0004","PESCER","M","ACTIVO","SOCIOLOGIA JURIDICA","C","21","Primer","11","Derecho",1-01-21
"1327","11-005-0004","PESCER","M","ACTIVO","DERECHO CONSTITUCIONAL","C","22","Primer","11","Derecho",1-06-22
"1328","11-005-0004","PESCER","M","ACTIVO","DERECHO INTERNACIONAL PRIVADO","C","22","Primer","11","Derecho",1-06-22
"1329","11-005-0004","PESCER","M","ACTIVO","DERECHOS HUMANOS","C","22","Primer","11","Derecho",1-06-22
"1330","11-005-0004","PESCER","M","ACTIVO","PERSONA Y FAMILIA","NC","22","Primer","11","Derecho",1-06-22
"1331","11-005-0004","PESCER","M","ACTIVO","REGIMEN JURIDICO DEL DISTRITO FEDERAL","NC","22","Primer","11","Derecho",1-06-22
"1332","11-005-0004","PESCER","M","ACTIVO","SOCIOLOGIA JURIDICA","NC","22","Primer","11","Derecho",1-06-22
"1333","11-005-0004","PESCER","M","ACTIVO","TEORIA DE LA NORMA PENAL","NC","22","Primer","11","Derecho",1-06-22
"1334","11-005-0005","PESCER","M","ACTIVO","DERECHO INTERNACIONAL PRIVADO","C","20","Segundo","11","Derecho",1-09-20
"1335","11-005-0005","PESCER","M","ACTIVO","REGIMEN JURIDICO DEL DISTRITO FEDERAL","NC","20","Segundo","11","Derecho",1-09-20
"1336","11-005-0005","PESCER","M","ACTIVO","SOCIOLOGIA JURIDICA","C","21","Primer","11","Derecho",1-01-21
"1337","11-005-0011","PESCER","M","ACTIVO","TEORIA DE LA NORMA PENAL","NC","20","Segundo","11","Derecho",1-09-20
"1338","11-005-0011","PESCER","M","ACTIVO","PERSONA Y FAMILIA","NC","20","Segundo","11","Derecho",1-09-20
"1339","11-005-0011","PESCER","M","ACTIVO","DERECHO CONSTITUCIONAL","NC","20","Segundo","11","Derecho",1-09-20
"1340","11-005-0011","PESCER","M","ACTIVO","SOCIOLOGIA JURIDICA","NC","20","Segundo","11","Derecho",1-09-20
"1341","11-005-0011","PESCER","M","ACTIVO","REGIMEN JURIDICO DEL DISTRITO FEDERAL","NC","20","Segundo","11","Derecho",1-09-20
"1342","11-005-0011","PESCER","M","ACTIVO","SOCIOLOGIA JURIDICA","NC","21","Primer","11","Derecho",1-01-21
"1343","11-010-0004","GAM","V","ACTIVO","TEORIA DEL ESTADO","C","20","Primer","11","Derecho",1-06-20
"1344","11-010-0013","PESCER","M","ACTIVO","ESTUDIOS SOCIALES E HISTORICOS III","NC","20","Segundo","11","Derecho",1-09-20
"1345","11-010-0013","PESCER","M","ACTIVO","FUNDAMENTOS CONSTITUCIONALES DEL ESTADO MEXICANO","NC","20","Segundo","11","Derecho",1-09-20
"1346","11-010-0013","PESCER","M","ACTIVO","CULTURA CIENTIFICA Y HUMANISTICA III","NC","20","Segundo","11","Derecho",1-09-20
"1347","11-010-0013","PESCER","M","ACTIVO","TEORIA DEL ESTADO","NC","21","Primer","11","Derecho",1-01-21
"1348","11-010-0013","PESCER","M","ACTIVO","ANTROPOLOGIA JURIDICA","NC","21","Primer","11","Derecho",1-01-21
"1349","11-010-0013","PESCER","M","ACTIVO","HISTORIA DEL DERECHO","NC","21","Primer","11","Derecho",1-01-21
"1350","11-010-0019","PESCER","V","ACTIVO","LENGUAJE Y PENSAMIENTO III","C","22","Primer","11","Derecho",1-06-22
"1351","11-011-0566","GAM","V","ACTIVO","DERECHO AGRARIO","C","21","Primer","11","Derecho",1-01-21
"1352","11-011-0566","GAM","V","ACTIVO","HISTORIA DEL DERECHO","C","21","Primer","11","Derecho",1-01-21
"1353","11-011-0566","GAM","V","ACTIVO","ANTROPOLOGIA JURIDICA","C","21","Primer","11","Derecho",1-01-21
"1354","11-011-0566","GAM","V","ACTIVO","TEORIA DEL ESTADO","C","21","Primer","11","Derecho",1-01-21
"1355","11-011-0566","GAM","V","ACTIVO","LEGALIDAD SOCIAL DEL DERECHO","C","21","Primer","11","Derecho",1-01-21
"1356","11-011-0566","GAM","V","ACTIVO","REGIMEN JURIDICO DEL DISTRITO FEDERAL","NC","21","Primer","11","Derecho",1-06-21
"1357","11-011-0566","GAM","V","ACTIVO","DERECHO AMBIENTAL","NC","21","Primer","11","Derecho",1-06-21
"1358","11-011-0581","GAM","V","ACTIVO","CULTURA CIENTIFICA Y HUMANISTICA I","NC","20","Primer","11","Derecho",1-06-20
"1359","11-011-0581","GAM","V","ACTIVO","ELEMENTOS BASICOS DEL DERECHO","NC","20","Primer","11","Derecho",1-06-20
"1360","11-011-0581","GAM","V","ACTIVO","ACTORES SOCIALES MOVIMIENTOS SOCIALES Y SOCIEDAD CIVIL. APORTES TEORICOS","C","20","Primer","11","Derecho",1-06-20
"1361","11-011-0581","GAM","V","ACTIVO","ESTUDIOS SOCIALES E HISTORICOS I","NC","20","Primer","11","Derecho",1-06-20
"1362","11-011-0581","GAM","V","ACTIVO","TEORIA DE LA NORMA PENAL","NC","20","Primer","11","Derecho",1-06-20
"1363","11-011-0581","GAM","V","ACTIVO","INGLES I","NC","20","Segundo","11","Derecho",1-09-20
"1364","11-011-0581","GAM","V","ACTIVO","CULTURA CIENTIFICA Y HUMANISTICA I","NC","20","Segundo","11","Derecho",1-09-20
"1365","11-011-0581","GAM","V","ACTIVO","DELIMITACIONES DEL OBJETO DE INVESTIGACION JURIDICA","C","20","Segundo","11","Derecho",1-09-20
"1366","11-011-0581","GAM","V","ACTIVO","ELEMENTOS BASICOS DEL DERECHO","C","20","Segundo","11","Derecho",1-09-20
"1367","11-011-0581","GAM","V","ACTIVO","TEORIA DE LA NORMA PENAL","C","20","Segundo","11","Derecho",1-09-20
"1368","11-011-0581","GAM","V","ACTIVO","ESTUDIOS SOCIALES E HISTORICOS I","NC","20","Segundo","11","Derecho",1-09-20
"1369","11-011-0581","GAM","V","ACTIVO","TEORIA DEL ESTADO","NC","21","Primer","11","Derecho",1-01-21
"1370","11-011-0581","GAM","V","ACTIVO","DERECHO INTERNACIONAL PUBLICO","NC","21","Primer","11","Derecho",1-01-21
"1371","11-011-0581","SLT","V","ACTIVO","ESTUDIOS SOCIALES E HISTORICOS I","C","21","Primer","11","Derecho",1-06-21
"1372","11-011-0581","SLT","V","ACTIVO","CULTURA CIENTIFICA Y HUMANISTICA I","NC","21","Primer","11","Derecho",1-06-21
"1373","11-011-0581","GAM","V","ACTIVO","INGLES III","C","21","Primer","11","Derecho",1-04-21
"1374","11-011-0581","GAM","V","ACTIVO","INGLES II","NC","21","Primer","11","Derecho",1-04-21
"1375","11-011-0581","GAM","V","ACTIVO","TEORIA DEL ESTADO","C","21","Primer","11","Derecho",1-04-21
"1376","11-011-0581","GAM","V","ACTIVO","LECTURA DE TEXTOS EN INGLES II","C","21","Segundo","11","Derecho",1-12-21
"1377","11-011-0581","GAM","V","ACTIVO","CULTURA CIENTIFICA Y HUMANISTICA I","NC","21","Segundo","11","Derecho",1-12-21
"1378","11-011-0581","GAM","V","ACTIVO","DERECHO INTERNACIONAL PUBLICO","NC","21","Segundo","11","Derecho",1-12-21
"1379","11-011-0581","GAM","V","ACTIVO","LENGUAJE Y PENSAMIENTO II","NC","21","Segundo","11","Derecho",1-12-21
"1380","11-011-0581","GAM","V","ACTIVO","METODOS Y TECNICAS DE INVESTIGACION","NC","21","Segundo","11","Derecho",1-12-21
"1381","11-011-0581","GAM","V","ACTIVO","SEMINARIO DE TESIS","C","21","Segundo","11","Derecho",1-12-21
"1382","11-011-0581","GAM","V","ACTIVO","CULTURA CIENTIFICA Y HUMANISTICA I","NC","22","Primer","11","Derecho",1-06-22
"1383","11-011-0581","GAM","V","ACTIVO","DERECHO INTERNACIONAL PRIVADO","NC","22","Primer","11","Derecho",1-06-22
"1384","11-011-0581","GAM","V","ACTIVO","INGLES I","NC","22","Primer","11","Derecho",1-06-22
"1385","11-011-0678","GAM","V","ACTIVO","DERECHO CONSTITUCIONAL","C","20","Primer","11","Derecho",1-06-20
"1386","11-011-0678","GAM","V","ACTIVO","DERECHO INTERNACIONAL PRIVADO","C","20","Primer","11","Derecho",1-06-20
"1387","11-011-0678","GAM","V","ACTIVO","DERECHO AMBIENTAL","C","20","Primer","11","Derecho",1-06-20
"1388","11-011-0678","GAM","V","ACTIVO","BIENES Y SUCESIONES","NC","20","Primer","11","Derecho",1-06-20
"1389","11-011-0678","GAM","V","ACTIVO","DERECHO ADMINISTRATIVO","C","20","Primer","11","Derecho",1-06-20
"1390","11-011-0678","GAM","V","ACTIVO","DELITOS EN PARTICULAR","NC","20","Primer","11","Derecho",1-06-20
"1391","11-011-0678","GAM","V","ACTIVO","DELIMITACIONES DEL OBJETO DE INVESTIGACION JURIDICA","NC","20","Segundo","11","Derecho",1-09-20
"1392","11-011-0678","GAM","V","ACTIVO","DERECHO INDIGENA","NC","20","Segundo","11","Derecho",1-09-20
"1393","11-011-0678","GAM","V","ACTIVO","ELEMENTOS BASICOS DEL DERECHO","NC","20","Segundo","11","Derecho",1-09-20
"1394","11-011-0678","GAM","V","ACTIVO","REGIMEN DE COMERCIO EXTERIOR","NC","20","Segundo","11","Derecho",1-09-20
"1395","11-011-0678","GAM","V","ACTIVO","DERECHO INTERNACIONAL PUBLICO","NC","20","Segundo","11","Derecho",1-09-20
"1396","11-011-0678","GAM","V","ACTIVO","DERECHO DE AMPARO","NC","20","Segundo","11","Derecho",1-09-20
"1397","11-011-0678","GAM","V","ACTIVO","DELITOS EN PARTICULAR","NC","20","Segundo","11","Derecho",1-09-20
"1398","11-011-0678","GAM","V","ACTIVO","CLINICA PROCESAL","NC","21","Segundo","11","Derecho",1-12-21
"1399","11-011-0678","GAM","V","ACTIVO","DERECHO MERCANTIL","NC","21","Segundo","11","Derecho",1-12-21
"1400","11-011-0678","GAM","V","ACTIVO","DERECHO INTERNACIONAL PUBLICO","C","21","Segundo","11","Derecho",1-12-21
"1401","11-011-0678","GAM","V","ACTIVO","BIENES Y SUCESIONES","NC","21","Segundo","11","Derecho",1-12-21
"1402","11-011-0678","GAM","V","ACTIVO","CONTRATOS","C","21","Segundo","11","Derecho",1-12-21
"1403","11-011-0678","GAM","V","ACTIVO","DERECHO INDIGENA","NC","21","Segundo","11","Derecho",1-12-21
"1404","11-011-0678","SLT","V","ACTIVO","LENGUAJE Y PENSAMIENTO III","NC","22","Primer","11","Derecho",1-03-22
"1405","11-011-0678","GAM","V","ACTIVO","DERECHO INDIGENA","NC","22","Primer","11","Derecho",1-03-22
"1406","11-011-0678","GAM","V","ACTIVO","DERECHO INTERNACIONAL DE LOS DERECHOS HUMANOS","NC","22","Primer","11","Derecho",1-03-22
"1407","12-001-0208","GAM","V","ACTIVO","PROCESOS EN PARTICULAR","C","20","Primer","12","Derecho",1-06-20
"1408","12-001-0208","GAM","V","ACTIVO","PERSONA Y FAMILIA","C","20","Primer","12","Derecho",1-06-20
"1409","12-001-0208","GAM","V","ACTIVO","TEORIA DE LA NORMA PENAL","C","20","Primer","12","Derecho",1-06-20
"1410","12-001-0208","GAM","V","ACTIVO","DERECHO AGRARIO","C","21","Primer","12","Derecho",1-01-21
"1411","12-001-0208","GAM","V","ACTIVO","TEORIA GENERAL DEL PROCESO","C","21","Primer","12","Derecho",1-01-21
"1412","12-001-0208","GAM","V","ACTIVO","DERECHO ADMINISTRATIVO","C","21","Primer","12","Derecho",1-01-21
"1413","12-001-0208","GAM","V","ACTIVO","BIENES Y SUCESIONES","C","21","Primer","12","Derecho",1-01-21
"1414","12-001-0208","GAM","V","ACTIVO","DERECHO AMBIENTAL","C","21","Primer","12","Derecho",1-06-21
"1415","12-001-0208","GAM","V","ACTIVO","METODOS Y TECNICAS DE INVESTIGACION","C","21","Segundo","12","Derecho",1-12-21
"1416","12-001-0208","GAM","V","ACTIVO","FILOSOFIA DEL DERECHO","C","22","Primer","12","Derecho",1-06-22
"1417","12-003-0782","GAM","V","ACTIVO","DERECHO INTERNACIONAL PUBLICO","NC","20","Primer","12","Derecho",1-06-20
"1418","12-003-0782","GAM","V","ACTIVO","BIENES Y SUCESIONES","NC","20","Primer","12","Derecho",1-06-20
"1419","12-003-0782","GAM","V","ACTIVO","TEORIA GENERAL DEL PROCESO","NC","20","Primer","12","Derecho",1-06-20
"1420","12-003-0782","GAM","V","ACTIVO","TEORIA GENERAL DEL PROCESO","NC","21","Segundo","12","Derecho",1-12-21
"1421","12-003-0782","GAM","V","ACTIVO","BIENES Y SUCESIONES","NC","21","Segundo","12","Derecho",1-12-21
"1422","12-003-1259","GAM","V","ACTIVO","TEORIA DE LA NORMA PENAL","NC","20","Primer","12","Derecho",1-06-20
"1423","12-003-1259","GAM","V","ACTIVO","DERECHO FISCAL","C","20","Primer","12","Derecho",1-06-20
"1424","12-003-1259","GAM","V","ACTIVO","PERSONA Y FAMILIA","C","20","Primer","12","Derecho",1-06-20
"1425","12-003-1259","GAM","V","ACTIVO","TEORIA DE LA NORMA PENAL","NC","20","Segundo","12","Derecho",1-09-20
"1426","12-003-1259","GAM","V","ACTIVO","REGIMEN JURIDICO DEL DISTRITO FEDERAL","NC","20","Segundo","12","Derecho",1-09-20
"1427","12-003-1259","GAM","V","ACTIVO","FILOSOFIA DEL DERECHO","NC","20","Segundo","12","Derecho",1-09-20
"1428","12-003-1259","GAM","V","ACTIVO","OBLIGACIONES","C","20","Segundo","12","Derecho",1-09-20
"1429","12-003-1259","GAM","V","ACTIVO","DERECHO MERCANTIL","C","21","Primer","12","Derecho",1-01-21
"1430","12-003-1259","GAM","V","ACTIVO","CONTRATOS","NC","21","Primer","12","Derecho",1-01-21
"1431","12-003-1259","GAM","V","ACTIVO","HISTORIA DEL DERECHO","NC","21","Primer","12","Derecho",1-01-21
"1432","12-003-1259","GAM","V","ACTIVO","DERECHO INTERNACIONAL PUBLICO","C","21","Primer","12","Derecho",1-01-21
"1433","12-003-1259","GAM","V","ACTIVO","DERECHO AMBIENTAL","NC","21","Primer","12","Derecho",1-06-21
"1434","12-003-1259","SLT","V","ACTIVO","SEMINARIO DE TESIS III: BORRADOR DE TESIS","NC","21","Primer","12","Derecho",1-06-21
"1435","12-003-1259","GAM","V","ACTIVO","TEORIA DE LA NORMA PENAL","C","21","Primer","12","Derecho",1-06-21
"1436","12-003-1259","GAM","V","ACTIVO","REGIMEN DE COMERCIO EXTERIOR","C","21","Primer","12","Derecho",1-06-21
"1437","12-003-1259","GAM","V","ACTIVO","DERECHO LABORAL","C","21","Primer","12","Derecho",1-06-21
"1438","12-003-1259","GAM","V","ACTIVO","SEMINARIO DE TESIS","NC","21","Segundo","12","Derecho",1-12-21
"1439","12-003-1259","GAM","V","ACTIVO","TEORIA GENERAL DE LOS DERECHOS HUMANOS","NC","21","Segundo","12","Derecho",1-12-21
"1440","12-003-1259","GAM","V","ACTIVO","HISTORIA DEL DERECHO","C","21","Segundo","12","Derecho",1-12-21
"1441","12-003-1259","GAM","V","ACTIVO","DERECHO CONSTITUCIONAL","NC","22","Primer","12","Derecho",1-06-22
"1442","12-003-1259","GAM","V","ACTIVO","DERECHO DE AMPARO","C","22","Primer","12","Derecho",1-06-22
"1443","12-003-1259","GAM","V","ACTIVO","DERECHO INTERNACIONAL PRIVADO","NC","22","Primer","12","Derecho",1-06-22
"1444","12-003-1259","GAM","V","ACTIVO","PROCESOS EN PARTICULAR","C","22","Primer","12","Derecho",1-06-22
"1445","12-004-0084","GAM","V","ACTIVO","DERECHO AMBIENTAL","C","20","Primer","12","Derecho",1-06-20
"1446","12-004-0084","GAM","V","ACTIVO","REGIMEN DE COMERCIO EXTERIOR","C","20","Primer","12","Derecho",1-06-20
"1447","12-004-0084","GAM","V","ACTIVO","DERECHO FISCAL","C","20","Primer","12","Derecho",1-06-20
"1448","12-004-0084","GAM","V","ACTIVO","DERECHO DE AMPARO","C","20","Primer","12","Derecho",1-06-20
"1449","12-004-0084","GAM","V","ACTIVO","OBLIGACIONES","NC","20","Segundo","12","Derecho",1-09-20
"1450","12-004-0084","GAM","V","ACTIVO","DELITOS EN PARTICULAR","NC","20","Segundo","12","Derecho",1-09-20
"1451","12-004-0084","GAM","V","ACTIVO","CONTRATOS","C","21","Primer","12","Derecho",1-01-21
"1452","12-004-0084","GAM","V","ACTIVO","CLINICA PROCESAL","C","21","Primer","12","Derecho",1-01-21
"1453","12-004-0084","GAM","V","ACTIVO","DERECHO MERCANTIL","C","21","Primer","12","Derecho",1-01-21
"1454","12-004-0084","GAM","V","ACTIVO","METODOS Y TECNICAS DE INVESTIGACION","C","21","Primer","12","Derecho",1-01-21
"1455","12-004-0084","GAM","V","ACTIVO","DERECHO INTERNACIONAL PRIVADO","NC","21","Primer","12","Derecho",1-06-21
"1456","12-004-0084","GAM","V","ACTIVO","OBLIGACIONES","C","21","Primer","12","Derecho",1-06-21
"1457","12-004-0084","GAM","V","ACTIVO","DELIMITACIONES DEL OBJETO DE INVESTIGACION JURIDICA","C","21","Primer","12","Derecho",1-06-21
"1458","12-004-0084","GAM","V","ACTIVO","DELITOS EN PARTICULAR","NC","21","Segundo","12","Derecho",1-12-21
"1459","12-004-0084","GAM","V","ACTIVO","DERECHO DE AMPARO","C","22","Primer","12","Derecho",1-06-22
"1460","12-004-0084","GAM","V","ACTIVO","DERECHO INTERNACIONAL PRIVADO","C","22","Primer","12","Derecho",1-06-22
"1461","12-004-0084","GAM","V","ACTIVO","TEORIA DE LA NORMA PENAL","NC","22","Primer","12","Derecho",1-06-22
"1462","12-006-0001","PESCER","M","ACTIVO","PERSONA Y FAMILIA","NC","20","Segundo","12","Derecho",1-09-20
"1463","12-006-0001","PESCER","M","ACTIVO","TEORIA DE LA NORMA PENAL","C","20","Segundo","12","Derecho",1-09-20
"1464","12-006-0001","PESCER","M","ACTIVO","SOCIOLOGIA JURIDICA","C","20","Segundo","12","Derecho",1-09-20
"1465","12-006-0001","PESCER","M","ACTIVO","REGIMEN JURIDICO DEL DISTRITO FEDERAL","NC","20","Segundo","12","Derecho",1-09-20
"1466","12-006-0001","PESCER","M","ACTIVO","DERECHO CONSTITUCIONAL","C","20","Segundo","12","Derecho",1-09-20
"1467","12-006-0001","PESCER","M","ACTIVO","SOCIOLOGIA JURIDICA","C","21","Primer","12","Derecho",1-01-21
"1468","12-006-0001","PESCER","M","ACTIVO","SISTEMA NO JURISDICCIONAL DE LOS DERECHOS HUMANOS","C","21","Primer","12","Derecho",1-01-21
"1469","12-006-0001","PESCER","M","ACTIVO","REGIMEN JURIDICO DEL DISTRITO FEDERAL","C","21","Segundo","12","Derecho",1-12-21
"1470","12-006-0001","PESCER","M","ACTIVO","DERECHO CONSTITUCIONAL","C","22","Primer","12","Derecho",1-06-22
"1471","12-006-0001","PESCER","M","ACTIVO","PERSONA Y FAMILIA","C","22","Primer","12","Derecho",1-06-22
"1472","12-006-0001","PESCER","M","ACTIVO","REGIMEN JURIDICO DEL DISTRITO FEDERAL","C","22","Primer","12","Derecho",1-06-22
"1473","12-006-0001","PESCER","M","ACTIVO","TEORIA DE LA NORMA PENAL","C","22","Primer","12","Derecho",1-06-22
"1474","12-008-0001","PESCER","M","ACTIVO","REGIMEN JURIDICO DEL DISTRITO FEDERAL","NC","20","Segundo","12","Derecho",1-09-20
"1475","12-008-0001","PESCER","M","ACTIVO","PERSONA Y FAMILIA","NC","20","Segundo","12","Derecho",1-09-20
"1476","12-008-0001","PESCER","M","ACTIVO","SOCIOLOGIA JURIDICA","NC","20","Segundo","12","Derecho",1-09-20
"1477","12-008-0001","PESCER","M","ACTIVO","DERECHO CONSTITUCIONAL","NC","20","Segundo","12","Derecho",1-09-20
"1478","12-008-0001","PESCER","M","ACTIVO","TEORIA DE LA NORMA PENAL","NC","20","Segundo","12","Derecho",1-09-20
"1479","12-008-0001","PESCER","M","ACTIVO","SOCIOLOGIA JURIDICA","NC","21","Primer","12","Derecho",1-01-21
"1480","12-008-0002","PESCER","M","ACTIVO","DERECHO AMBIENTAL","C","20","Segundo","12","Derecho",1-09-20
"1481","12-008-0002","PESCER","M","ACTIVO","DERECHO INTERNACIONAL PRIVADO","NC","20","Segundo","12","Derecho",1-09-20
"1482","12-008-0002","PESCER","M","ACTIVO","FILOSOFIA DEL DERECHO","NC","20","Segundo","12","Derecho",1-09-20
"1483","12-008-0002","PESCER","M","ACTIVO","TEORIA GENERAL DEL PROCESO","NC","20","Segundo","12","Derecho",1-09-20
"1484","12-008-0002","PESCER","M","ACTIVO","OBLIGACIONES","C","20","Segundo","12","Derecho",1-09-20
"1485","12-008-0002","PESCER","M","ACTIVO","DERECHO LABORAL","C","20","Segundo","12","Derecho",1-09-20
"1486","12-008-0002","PESCER","M","ACTIVO","TEORIA GENERAL DE LOS DERECHOS HUMANOS","C","21","Segundo","12","Derecho",1-12-21
"1487","12-008-0002","PESCER","M","ACTIVO","REGIMEN DE COMERCIO EXTERIOR","NC","21","Segundo","12","Derecho",1-12-21
"1488","12-008-0002","PESCER","M","ACTIVO","DERECHO INDIGENA","C","21","Segundo","12","Derecho",1-12-21
"1489","12-008-0002","PESCER","M","ACTIVO","DERECHO INTERNACIONAL DE LOS DERECHOS HUMANOS","C","21","Segundo","12","Derecho",1-12-21
"1490","12-008-0002","PESCER","M","ACTIVO","TEORIA GENERAL DEL PROCESO","C","22","Primer","12","Derecho",1-06-22
"1491","12-008-0020","PESCER","M","ACTIVO","OBLIGACIONES","NC","20","Segundo","12","Derecho",1-09-20
"1492","12-008-0020","PESCER","M","ACTIVO","COMPUTACION I","NC","20","Segundo","12","Derecho",1-09-20
"1493","12-008-0020","PESCER","M","ACTIVO","DERECHO LABORAL","NC","20","Segundo","12","Derecho",1-09-20
"1494","12-008-0020","PESCER","M","ACTIVO","TEORIA GENERAL DEL PROCESO","NC","20","Segundo","12","Derecho",1-09-20
"1495","12-008-0020","PESCER","M","ACTIVO","ESTUDIOS SOCIALES E HISTORICOS III","NC","20","Segundo","12","Derecho",1-09-20
"1496","12-008-0026","PESCER","M","ACTIVO","DELIMITACIONES DEL OBJETO DE INVESTIGACION JURIDICA","NC","20","Segundo","12","Derecho",1-09-20
"1497","12-008-0026","PESCER","M","ACTIVO","DERECHO AMBIENTAL","C","20","Segundo","12","Derecho",1-09-20
"1498","12-008-0026","PESCER","M","ACTIVO","REGIMEN DE COMERCIO EXTERIOR","C","20","Segundo","12","Derecho",1-09-20
"1499","12-008-0026","PESCER","M","ACTIVO","DERECHO INTERNACIONAL PRIVADO","NC","20","Segundo","12","Derecho",1-09-20
"1500","12-008-0026","PESCER","M","ACTIVO","DERECHO LABORAL","C","20","Segundo","12","Derecho",1-09-20
"1501","12-008-0026","PESCER","M","ACTIVO","DELIMITACIONES DEL OBJETO DE INVESTIGACION JURIDICA","NC","21","Primer","12","Derecho",1-01-21
"1502","12-008-0026","PESCER","M","ACTIVO","SISTEMA NO JURISDICCIONAL DE LOS DERECHOS HUMANOS","NC","21","Primer","12","Derecho",1-01-21
"1503","12-008-0026","PESCER","M","ACTIVO","DERECHO INDIGENA","NC","21","Primer","12","Derecho",1-01-21
"1504","12-008-0026","PESCER","M","ACTIVO","TEORIA GENERAL DE LOS DERECHOS HUMANOS","NC","21","Primer","12","Derecho",1-01-21
"1505","12-008-0026","PESCER","M","ACTIVO","DERECHO INTERNACIONAL DE LOS DERECHOS HUMANOS","C","21","Segundo","12","Derecho",1-12-21
"1506","12-008-0026","PESCER","M","ACTIVO","DERECHO INDIGENA","C","21","Segundo","12","Derecho",1-12-21
"1507","12-008-0026","PESCER","M","ACTIVO","DERECHO FISCAL","NC","22","Primer","12","Derecho",1-06-22
"1508","12-008-0026","PESCER","M","ACTIVO","FILOSOFIA DEL DERECHO","NC","22","Primer","12","Derecho",1-06-22
"1509","12-008-0026","PESCER","M","ACTIVO","SEMINARIO DE TESIS","NC","22","Primer","12","Derecho",1-06-22
"1510","12-008-0026","PESCER","M","ACTIVO","TEORIA GENERAL DEL PROCESO","NC","22","Primer","12","Derecho",1-06-22
"1511","12-008-0028","PESCER","M","ACTIVO","CULTURA CIENTIFICA Y HUMANISTICA III","NC","20","Segundo","12","Derecho",1-09-20
"1512","12-008-0028","PESCER","M","ACTIVO","FILOSOFIA DEL DERECHO","NC","20","Segundo","12","Derecho",1-09-20
"1513","12-008-0028","PESCER","M","ACTIVO","TEORIA GENERAL DE LOS DERECHOS HUMANOS","NC","21","Primer","12","Derecho",1-01-21
